Meadow,Site,Elevation,Species1,Species2,Schoener
n,2,1405.5,Cirsium acaule,ZDensityHymenopteraTOTAL,0.304347826
n,4,1420,Geranium sp#,ZDensityHymenopteraTOTAL,0.305227047
n,3,1407.7,Centaurea sp#,ZDensityHymenopteraTOTAL,0.305317784
i,5,684.5,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,0.305951704
a,3,949.8,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,0.306123467
n,5,1398.6,Asperula cynanchica,ZDensityHymenopteraTOTAL,0.306231783
o,3,1612.7,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,0.306325134
i,6,702.2,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,0.307922128
i,6,702.2,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,0.307922128
a,5,1001,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,0.309312586
o,4,1576.2,Melampyrum sylvaticum,ZDensityHymenopteraTOTAL,0.309521637
a,3,949.8,Medicago sativa,ZDensityHymenopteraTOTAL,0.310375971
o,4,1576.2,Cirsium arvense,ZDensityHymenopteraTOTAL,0.310701144
i,3,711.5,Potentilla erecta,ZDensityHymenopteraTOTAL,0.310912986
a,5,1001,Centaurea sp#,ZDensityHymenopteraTOTAL,0.31190047
a,3,949.8,Orchis ustulata,ZDensityHymenopteraTOTAL,0.313653137
i,5,684.5,Medicago sativa,ZDensityHymenopteraTOTAL,0.314086675
a,2,984.9,Orchis ustulata,ZDensityHymenopteraTOTAL,0.314381602
n,3,1407.7,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.31542461
a,6,981.9,Silene vulgaris,ZDensityHymenopteraTOTAL,0.316327396
i,5,684.5,Daucus carota,ZDensityHymenopteraTOTAL,0.316767875
a,4,1002.8,Stachys officinalis,ZDensityHymenopteraTOTAL,0.317132042
a,1,1020.6,Carduus nutans,ZDensityHymenopteraTOTAL,0.317655272
n,4,1420,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,0.318249526
i,5,684.5,Potentilla erecta,ZDensityHymenopteraTOTAL,0.320293629
n,4,1420,Solanum dulgamara,ZDensityHymenopteraTOTAL,0.321025548
n,4,1420,Veronica officinalis,ZDensityHymenopteraTOTAL,0.321025548
i,6,702.2,Rubus sp#,ZDensityHymenopteraTOTAL,0.321048574
a,1,1020.6,Carlina acaulis,ZDensityHymenopteraTOTAL,0.322542276
i,6,702.2,Euphrasia sp,ZDensityHymenopteraTOTAL,0.322622759
o,3,1612.7,Aegopodium podagraria,ZDensityHymenopteraTOTAL,0.323210354
i,1,766.3,Euphorbia cyparissias,ZDensityHymenopteraTOTAL,0.323312102
i,5,684.5,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,0.323347548
a,1,1020.6,Teurium montanum,ZDensityHymenopteraTOTAL,0.323618427
i,3,711.5,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.323877011
a,3,949.8,Plantago media,ZDensityHymenopteraTOTAL,0.324948593
n,1,1390.3,Ononis spinosa,ZDensityHymenopteraTOTAL,0.32597482
n,1,1390.3,Carum carvi,ZDensityHymenopteraTOTAL,0.326866098
a,4,1002.8,Allium carinatum,ZDensityHymenopteraTOTAL,0.328825756
n,3,1407.7,Potentilla erecta,ZDensityHymenopteraTOTAL,0.328878105
n,4,1420,Asperula cynanchica,ZDensityHymenopteraTOTAL,0.329707201
u,2,1749.2,Galium sp#,ZDensityHymenopteraTOTAL,0.330471313
i,6,702.2,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.331355325
n,5,1398.6,Carduus defloratus,ZDensityHymenopteraTOTAL,0.333409324
i,5,684.5,Trifolium repens,ZDensityHymenopteraTOTAL,0.333819789
a,6,981.9,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.333969466
i,6,702.2,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.334444212
i,5,684.5,Galium sp#,ZDensityHymenopteraTOTAL,0.334589942
a,2,984.9,Plantago media,ZDensityHymenopteraTOTAL,0.335264974
a,5,1001,Cerastium sp#,ZDensityHymenopteraTOTAL,0.335309666
a,5,1001,Salvia pratensis,ZDensityHymenopteraTOTAL,0.336116041
a,5,1001,Cirsium acaule,ZDensityHymenopteraTOTAL,0.337315887
u,2,1749.2,Acinos alpinus,ZDensityHymenopteraTOTAL,0.337542729
i,2,737.4,Carlina acaulis,ZDensityHymenopteraTOTAL,0.337825409
n,1,1390.3,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.337833707
n,4,1420,Daucus carota,ZDensityHymenopteraTOTAL,0.338011542
a,3,949.8,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.338347999
o,3,1612.7,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.338981158
n,3,1407.7,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.338999717
a,3,949.8,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.339638438
a,1,1020.6,Medicago lupulina,ZDensityHymenopteraTOTAL,0.339889392
a,5,1001,Stachys officinalis,ZDensityHymenopteraTOTAL,0.339896171
a,4,1002.8,Carlina acaulis,ZDensityHymenopteraTOTAL,0.340354962
i,3,711.5,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.340516221
n,3,1407.7,Potentilla sp#,ZDensityHymenopteraTOTAL,0.341536684
i,6,702.2,Solanum dulgamara,ZDensityHymenopteraTOTAL,0.343270796
i,4,702.4,Peucedanum sp#,ZDensityHymenopteraTOTAL,0.344150299
a,4,1002.8,Cirsium acaule,ZDensityHymenopteraTOTAL,0.344216957
a,2,984.9,Medicago sativa,ZDensityHymenopteraTOTAL,0.344466909
a,6,981.9,Orchis ustulata,ZDensityHymenopteraTOTAL,0.346374046
i,6,702.2,Geranium sanguineum?,ZDensityHymenopteraTOTAL,0.346826009
a,5,1001,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.347511081
n,1,1390.3,Veronica teucrium,ZDensityHymenopteraTOTAL,0.347706475
i,7,648.5,Achillea millefolium,ZDensityHymenopteraTOTAL,0.347975883
o,3,1612.7,Veronica officinalis,ZDensityHymenopteraTOTAL,0.348026682
i,4,702.4,Campanula sp#,ZDensityHymenopteraTOTAL,0.348420154
a,4,1002.8,Veronica spicata,ZDensityHymenopteraTOTAL,0.348459047
a,4,1002.8,Parnassia palustris,ZDensityHymenopteraTOTAL,0.351071299
i,6,702.2,Carlina vulgaris,ZDensityHymenopteraTOTAL,0.352203309
n,3,1407.7,Euphrasia sp,ZDensityHymenopteraTOTAL,0.353374189
a,6,981.9,Plantago media,ZDensityHymenopteraTOTAL,0.353859372
i,7,648.5,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.353884065
n,2,1405.5,Vicia sepium,ZDensityHymenopteraTOTAL,0.354179075
i,3,711.5,Cichorium intybus,ZDensityHymenopteraTOTAL,0.354488006
a,3,949.8,Echium vulgare,ZDensityHymenopteraTOTAL,0.354502492
a,5,1001,Carum carvi,ZDensityHymenopteraTOTAL,0.355765528
a,4,1002.8,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.35611109
a,6,981.9,Trifolium pratense,ZDensityHymenopteraTOTAL,0.356458505
a,3,949.8,Asperula cynanchica,ZDensityHymenopteraTOTAL,0.356632993
n,4,1420,Medicago lupulina,ZDensityHymenopteraTOTAL,0.358106888
u,1,1745.8,Tragopodon pratensis,ZDensityHymenopteraTOTAL,0.358188153
o,4,1576.2,Medicago lupulina,ZDensityHymenopteraTOTAL,0.3584647
i,5,684.5,Silene vulgaris,ZDensityHymenopteraTOTAL,0.358489224
a,3,949.8,Lathyrus pratensis,ZDensityHymenopteraTOTAL,0.360528137
a,3,949.8,Hippocrepis comosa,ZDensityHymenopteraTOTAL,0.360701107
o,3,1612.7,Cirsium arvense,ZDensityHymenopteraTOTAL,0.361034337
n,4,1420,Lamium album,ZDensityHymenopteraTOTAL,0.361296102
i,2,737.4,Sedum sp# yellow,ZDensityHymenopteraTOTAL,0.362898388
n,3,1407.7,Carum carvi,ZDensityHymenopteraTOTAL,0.363309548
i,1,766.3,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.363925647
n,1,1390.3,Silene vulgaris,ZDensityHymenopteraTOTAL,0.363926278
a,1,1020.6,Carlina vulgaris,ZDensityHymenopteraTOTAL,0.364208943
i,6,702.2,Cirsium acaule,ZDensityHymenopteraTOTAL,0.364302236
n,2,1405.5,Centaurea sp#,ZDensityHymenopteraTOTAL,0.364543756
i,7,648.5,Thesium sp#,ZDensityHymenopteraTOTAL,0.364979902
n,3,1407.7,Carduus defloratus,ZDensityHymenopteraTOTAL,0.364991334
a,1,1020.6,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,0.365099476
i,5,684.5,Medicago lupulina,ZDensityHymenopteraTOTAL,0.365699908
a,4,1002.8,Polygala comosa,ZDensityHymenopteraTOTAL,0.3674425
a,4,1002.8,Hypericum sp#,ZDensityHymenopteraTOTAL,0.368469725
n,2,1405.5,Euphrasia sp,ZDensityHymenopteraTOTAL,0.368596577
a,3,949.8,Thymus sp#,ZDensityHymenopteraTOTAL,0.368712371
i,5,684.5,Dianthus sp#,ZDensityHymenopteraTOTAL,0.369732989
n,1,1390.3,Hieracium pilosella,ZDensityHymenopteraTOTAL,0.36998188
a,4,1002.8,Sedum album,ZDensityHymenopteraTOTAL,0.370321577
a,5,1001,Rosa sp#,ZDensityHymenopteraTOTAL,0.373999709
i,7,648.5,Euphrasia sp,ZDensityHymenopteraTOTAL,0.374477275
i,5,684.5,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.37486908
a,3,949.8,Sedum album,ZDensityHymenopteraTOTAL,0.375678316
i,6,702.2,Polygala vulgaris,ZDensityHymenopteraTOTAL,0.375794453
n,3,1407.7,Galium sp#,ZDensityHymenopteraTOTAL,0.376072289
i,1,766.3,Convolvulus arvensis,ZDensityHymenopteraTOTAL,0.376393034
i,6,702.2,Globularia nudicaulis,ZDensityHymenopteraTOTAL,0.37655
a,3,949.8,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.376743767
a,3,949.8,Cirsium acaule,ZDensityHymenopteraTOTAL,0.377783433
a,5,1001,Polygala vulgaris,ZDensityHymenopteraTOTAL,0.3790921
n,4,1420,Aegopodium podagraria,ZDensityHymenopteraTOTAL,0.379164034
i,5,684.5,Hypericum sp#,ZDensityHymenopteraTOTAL,0.379401095
i,6,702.2,Lathyrus pratensis,ZDensityHymenopteraTOTAL,0.379966903
n,3,1407.7,Plantago media,ZDensityHymenopteraTOTAL,0.380537075
a,4,1002.8,Centaurea sp#,ZDensityHymenopteraTOTAL,0.382229488
i,4,702.4,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,0.382578992
i,7,648.5,Sanguisorba minor,ZDensityHymenopteraTOTAL,0.385228252
n,3,1407.7,Echium vulgare,ZDensityHymenopteraTOTAL,0.385436439
o,4,1576.2,Campanula sp#,ZDensityHymenopteraTOTAL,0.386163106
n,3,1407.7,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.38631189
i,4,702.4,Campanula glomerata,ZDensityHymenopteraTOTAL,0.387873612
i,4,702.4,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.388500493
i,4,702.4,Cerastium sp#,ZDensityHymenopteraTOTAL,0.389127049
a,2,984.9,Medicago lupulina,ZDensityHymenopteraTOTAL,0.390427077
i,6,702.2,Valeriana,ZDensityHymenopteraTOTAL,0.390661141
u,2,1749.2,Medicago lupulina,ZDensityHymenopteraTOTAL,0.39077833
i,1,766.3,Lathyrus pratensis,ZDensityHymenopteraTOTAL,0.390987261
i,5,684.5,Peucedanum sp#,ZDensityHymenopteraTOTAL,0.39119035
a,3,949.8,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.392125937
a,3,949.8,Hypericum sp#,ZDensityHymenopteraTOTAL,0.392137383
u,2,1749.2,Cuscuta europaeae,ZDensityHymenopteraTOTAL,0.392283316
u,2,1749.2,Trifolium campestre,ZDensityHymenopteraTOTAL,0.392283316
a,1,1020.6,Carum carvi,ZDensityHymenopteraTOTAL,0.392438806
o,4,1576.2,Fragaria sp#,ZDensityHymenopteraTOTAL,0.393156381
i,7,648.5,Stachys recta,ZDensityHymenopteraTOTAL,0.393339076
n,4,1420,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.393795876
a,6,981.9,Allium carinatum,ZDensityHymenopteraTOTAL,0.393993093
a,5,1001,Thymus sp#,ZDensityHymenopteraTOTAL,0.395591027
i,6,702.2,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.395665583
i,5,684.5,Cichorium intybus,ZDensityHymenopteraTOTAL,0.396304562
i,2,737.4,Trifolium montana,ZDensityHymenopteraTOTAL,0.396401974
i,7,648.5,Medicago minima,ZDensityHymenopteraTOTAL,0.396948443
i,2,737.4,Cirsium acaule,ZDensityHymenopteraTOTAL,0.397405393
a,1,1020.6,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,0.398426004
n,3,1407.7,Trifolium pratense,ZDensityHymenopteraTOTAL,0.398853053
u,2,1749.2,Campanula sp#,ZDensityHymenopteraTOTAL,0.39986789
i,5,684.5,Ononis spinosa,ZDensityHymenopteraTOTAL,0.400087967
n,3,1407.7,Cirsium acaule,ZDensityHymenopteraTOTAL,0.40034662
a,3,949.8,Daucus carota,ZDensityHymenopteraTOTAL,0.401159726
i,1,766.3,Polygala comosa,ZDensityHymenopteraTOTAL,0.401551634
a,5,1001,Carlina acaulis,ZDensityHymenopteraTOTAL,0.401571366
a,5,1001,Polygonum aviculare,ZDensityHymenopteraTOTAL,0.401571366
n,4,1420,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,0.401582859
n,1,1390.3,Daucus carota,ZDensityHymenopteraTOTAL,0.403481059
a,6,981.9,Solidago virgaurea,ZDensityHymenopteraTOTAL,0.403625954
a,3,949.8,Peucedanum sp#,ZDensityHymenopteraTOTAL,0.403633267
o,3,1612.7,Cirsium acaule,ZDensityHymenopteraTOTAL,0.404096538
i,5,684.5,Stachys officinalis,ZDensityHymenopteraTOTAL,0.405000563
n,5,1398.6,Carum carvi,ZDensityHymenopteraTOTAL,0.405641881
i,4,702.4,Daucus carota,ZDensityHymenopteraTOTAL,0.405790203
a,2,984.9,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.406023942
n,5,1398.6,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,0.406482409
a,2,984.9,Silene vulgaris,ZDensityHymenopteraTOTAL,0.407044281
n,2,1405.5,Campanula sp#,ZDensityHymenopteraTOTAL,0.407608696
i,7,648.5,Carlina acaulis,ZDensityHymenopteraTOTAL,0.408268734
o,4,1576.2,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.408417723
n,3,1407.7,Hypericum sp#,ZDensityHymenopteraTOTAL,0.409767587
a,5,1001,Vicia cracca,ZDensityHymenopteraTOTAL,0.409908337
i,2,737.4,Hieracium pilosella,ZDensityHymenopteraTOTAL,0.409984133
a,6,981.9,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.411374046
n,1,1390.3,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.411787785
a,5,1001,Bellis perennis,ZDensityHymenopteraTOTAL,0.413683981
i,5,684.5,Sedum album,ZDensityHymenopteraTOTAL,0.413969699
i,1,766.3,Medicago lupulina,ZDensityHymenopteraTOTAL,0.414309979
i,2,737.4,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,0.414458746
a,5,1001,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,0.415123972
n,5,1398.6,Hieracium pilosella,ZDensityHymenopteraTOTAL,0.415494073
i,3,711.5,Euphrasia sp,ZDensityHymenopteraTOTAL,0.415639567
a,2,984.9,Trifolium pratense,ZDensityHymenopteraTOTAL,0.416711492
i,2,737.4,Daucus carota,ZDensityHymenopteraTOTAL,0.416713643
n,3,1407.7,Silene nutans,ZDensityHymenopteraTOTAL,0.417999357
i,1,766.3,Trifolium montana,ZDensityHymenopteraTOTAL,0.419088911
n,5,1398.6,Carlina acaulis,ZDensityHymenopteraTOTAL,0.419097556
i,5,684.5,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.420616015
n,1,1390.3,Cirsium acaule,ZDensityHymenopteraTOTAL,0.420951134
i,1,766.3,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.421189761
i,7,648.5,Hippocrepis comosa,ZDensityHymenopteraTOTAL,0.422112981
o,4,1576.2,Acinos alpinus,ZDensityHymenopteraTOTAL,0.422186927
a,5,1001,Gentiana verna,ZDensityHymenopteraTOTAL,0.422209075
a,6,981.9,Salvia pratensis,ZDensityHymenopteraTOTAL,0.423278941
i,6,702.2,Pulsatilla sp#,ZDensityHymenopteraTOTAL,0.423477255
a,1,1020.6,Polygala comosa,ZDensityHymenopteraTOTAL,0.423516558
i,2,737.4,Cichorium intybus,ZDensityHymenopteraTOTAL,0.423713741
a,2,984.9,Echium vulgare,ZDensityHymenopteraTOTAL,0.423856078
n,5,1398.6,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.423889857
a,2,984.9,Lotus maritimus,ZDensityHymenopteraTOTAL,0.424650988
n,5,1398.6,Galium sp#,ZDensityHymenopteraTOTAL,0.424826171
a,3,949.8,Centaurea sp#,ZDensityHymenopteraTOTAL,0.425410492
i,3,711.5,Anthyllis vulneraria,ZDensityHymenopteraTOTAL,0.425461331
o,3,1612.7,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.425480925
i,3,711.5,Daucus carota,ZDensityHymenopteraTOTAL,0.42566148
i,1,766.3,Silene vulgaris,ZDensityHymenopteraTOTAL,0.426429582
n,4,1420,Potentilla erecta,ZDensityHymenopteraTOTAL,0.427005099
n,3,1407.7,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.427791896
a,2,984.9,Carlina vulgaris,ZDensityHymenopteraTOTAL,0.427799501
u,2,1749.2,Alchemilla sp#,ZDensityHymenopteraTOTAL,0.428145842
a,5,1001,Vicia sepium,ZDensityHymenopteraTOTAL,0.428561036
i,1,766.3,Atroba belladonna,ZDensityHymenopteraTOTAL,0.428846426
n,2,1405.5,Carduus defloratus,ZDensityHymenopteraTOTAL,0.429347826
a,5,1001,Parnassia palustris,ZDensityHymenopteraTOTAL,0.43084304
o,4,1576.2,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.431073807
a,6,981.9,Centaurea sp#,ZDensityHymenopteraTOTAL,0.431163602
o,3,1612.7,Thesium sp#,ZDensityHymenopteraTOTAL,0.432304856
i,3,711.5,Plantago media,ZDensityHymenopteraTOTAL,0.432761522
i,7,648.5,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.432960092
i,3,711.5,Ononis spinosa,ZDensityHymenopteraTOTAL,0.433328898
i,1,766.3,Globularia nudicaulis,ZDensityHymenopteraTOTAL,0.433781461
a,6,981.9,Globularia nudicaulis,ZDensityHymenopteraTOTAL,0.434569248
i,6,702.2,Trifolium pratense,ZDensityHymenopteraTOTAL,0.43459265
n,1,1390.3,Potentilla erecta,ZDensityHymenopteraTOTAL,0.434752498
a,4,1002.8,Carum carvi,ZDensityHymenopteraTOTAL,0.434988309
a,1,1020.6,Potentilla erecta,ZDensityHymenopteraTOTAL,0.435242346
n,3,1407.7,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.435701906
u,1,1745.8,Rhinanthus minor,ZDensityHymenopteraTOTAL,0.435849787
i,7,648.5,Aster amellus,ZDensityHymenopteraTOTAL,0.436046512
i,7,648.5,Lathyrus pratensis,ZDensityHymenopteraTOTAL,0.436620729
i,7,648.5,Cirsium acaule,ZDensityHymenopteraTOTAL,0.436979615
a,4,1002.8,Carduus nutans,ZDensityHymenopteraTOTAL,0.437669396
u,1,1745.8,Centaurea sp#,ZDensityHymenopteraTOTAL,0.43786295
i,5,684.5,Galium verum,ZDensityHymenopteraTOTAL,0.437926766
n,4,1420,Urtica dioica,ZDensityHymenopteraTOTAL,0.437934459
a,2,984.9,Gentiana verna,ZDensityHymenopteraTOTAL,0.438313226
a,5,1001,Sedum sp# yellow,ZDensityHymenopteraTOTAL,0.438969553
u,1,1745.8,Phyteuma orbiculare,ZDensityHymenopteraTOTAL,0.43902439
u,1,1745.8,Plantago major,ZDensityHymenopteraTOTAL,0.43902439
i,5,684.5,Echium vulgare,ZDensityHymenopteraTOTAL,0.439206253
n,1,1390.3,Echium vulgare,ZDensityHymenopteraTOTAL,0.43952722
i,6,702.2,Lotus maritimus,ZDensityHymenopteraTOTAL,0.439722184
a,3,949.8,Acinos alpinus,ZDensityHymenopteraTOTAL,0.440150191
a,1,1020.6,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,0.440603937
u,2,1749.2,Fragaria sp#,ZDensityHymenopteraTOTAL,0.441470355
a,4,1002.8,Silene vulgaris,ZDensityHymenopteraTOTAL,0.442411708
i,5,684.5,Euphrasia sp,ZDensityHymenopteraTOTAL,0.442444088
o,4,1576.2,Thymus sp#,ZDensityHymenopteraTOTAL,0.442546857
i,3,711.5,Vicia cracca,ZDensityHymenopteraTOTAL,0.442670537
n,4,1420,Acinos alpinus,ZDensityHymenopteraTOTAL,0.443249526
a,3,949.8,Globularia nudicaulis,ZDensityHymenopteraTOTAL,0.44403444
a,3,949.8,Vicia cracca,ZDensityHymenopteraTOTAL,0.444365598
a,4,1002.8,Campanula sp#,ZDensityHymenopteraTOTAL,0.445782892
i,5,684.5,Anthericum ramosum,ZDensityHymenopteraTOTAL,0.446227764
a,4,1002.8,Ononis spinosa,ZDensityHymenopteraTOTAL,0.44662701
i,5,684.5,Carduus nutans,ZDensityHymenopteraTOTAL,0.44859626
a,3,949.8,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.448627768
n,3,1407.7,Geranium sylvaticum,ZDensityHymenopteraTOTAL,0.449017909
i,3,711.5,Hypericum sp#,ZDensityHymenopteraTOTAL,0.449323441
i,2,737.4,Orchis ustulata,ZDensityHymenopteraTOTAL,0.449435897
n,2,1405.5,Aegopodium podagraria,ZDensityHymenopteraTOTAL,0.450268017
o,4,1576.2,Bistorta vivipara,ZDensityHymenopteraTOTAL,0.451831196
i,5,684.5,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.452287808
a,1,1020.6,Centaurea sp#,ZDensityHymenopteraTOTAL,0.452443471
n,2,1405.5,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.45271507
o,3,1612.7,Euphrasia sp,ZDensityHymenopteraTOTAL,0.453922581
a,5,1001,Carduus nutans,ZDensityHymenopteraTOTAL,0.45395024
i,6,702.2,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.454052795
i,2,737.4,Centaurea sp#,ZDensityHymenopteraTOTAL,0.454363978
a,6,981.9,Veronica spicata,ZDensityHymenopteraTOTAL,0.454622561
n,4,1420,Carum carvi,ZDensityHymenopteraTOTAL,0.455133928
i,5,684.5,Campanula glomerata,ZDensityHymenopteraTOTAL,0.455920937
a,2,984.9,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.456071591
a,1,1020.6,Veronica spicata,ZDensityHymenopteraTOTAL,0.457677412
n,1,1390.3,Plantago media,ZDensityHymenopteraTOTAL,0.457953621
a,2,984.9,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.458375469
a,3,949.8,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,0.458419584
a,6,981.9,Trifolium repens,ZDensityHymenopteraTOTAL,0.458630879
i,3,711.5,Veronica spicata,ZDensityHymenopteraTOTAL,0.458673605
a,4,1002.8,Trifolium pratense,ZDensityHymenopteraTOTAL,0.459303938
a,5,1001,Atroba belladonna,ZDensityHymenopteraTOTAL,0.459309375
i,4,702.4,Centaurea sp#,ZDensityHymenopteraTOTAL,0.459583535
n,1,1390.3,Trifolium repens,ZDensityHymenopteraTOTAL,0.460102001
a,1,1020.6,Crepis/Hieracium,ZDensityHymenopteraTOTAL,0.46028236
i,5,684.5,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.460665662
n,1,1390.3,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.461154604
i,3,711.5,Veronica chamaedris,ZDensityHymenopteraTOTAL,0.461248186
n,3,1407.7,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.461289073
u,2,1749.2,Cerastium sp#,ZDensityHymenopteraTOTAL,0.462218745
i,4,702.4,Plantago media,ZDensityHymenopteraTOTAL,0.462318531
n,4,1420,Ononis spinosa,ZDensityHymenopteraTOTAL,0.462938317
n,4,1420,Trifolium repens,ZDensityHymenopteraTOTAL,0.462957161
o,3,1612.7,Carum carvi,ZDensityHymenopteraTOTAL,0.463348726
a,5,1001,Sambucus sp#,ZDensityHymenopteraTOTAL,0.463683981
i,1,766.3,Salvia pratensis,ZDensityHymenopteraTOTAL,0.463759546
i,4,702.4,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.46380774
i,4,702.4,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.464447179
o,4,1576.2,Hypericum sp#,ZDensityHymenopteraTOTAL,0.464921084
o,4,1576.2,Geranium sylvaticum,ZDensityHymenopteraTOTAL,0.465069264
i,3,711.5,Salvia pratensis,ZDensityHymenopteraTOTAL,0.466009132
a,5,1001,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.466051203
n,4,1420,Hypericum sp#,ZDensityHymenopteraTOTAL,0.466164124
n,4,1420,Rubus sp#,ZDensityHymenopteraTOTAL,0.466538533
i,4,702.4,Taraxacum sp#,ZDensityHymenopteraTOTAL,0.466580575
n,4,1420,Trifolium pratense,ZDensityHymenopteraTOTAL,0.46770479
i,4,702.4,Echium vulgare,ZDensityHymenopteraTOTAL,0.467976089
a,6,981.9,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.468501812
n,4,1420,Centaurea sp#,ZDensityHymenopteraTOTAL,0.468856048
a,4,1002.8,Trifolium montana,ZDensityHymenopteraTOTAL,0.468909148
a,3,949.8,Silene vulgaris,ZDensityHymenopteraTOTAL,0.469081964
i,5,684.5,Sedum sp# yellow,ZDensityHymenopteraTOTAL,0.469093395
a,5,1001,Sedum album,ZDensityHymenopteraTOTAL,0.4691515
o,4,1576.2,Gymnadenia conopsea,ZDensityHymenopteraTOTAL,0.470671776
a,5,1001,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.470854581
o,3,1612.7,Crepis/Hieracium,ZDensityHymenopteraTOTAL,0.47184829
i,6,702.2,Silene vulgaris,ZDensityHymenopteraTOTAL,0.472202335
n,1,1390.3,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.473224691
n,1,1390.3,Trifolium pratense,ZDensityHymenopteraTOTAL,0.473945644
i,1,766.3,Trifolium pratense,ZDensityHymenopteraTOTAL,0.474071773
i,5,684.5,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.474218663
n,4,1420,Cirsium acaule,ZDensityHymenopteraTOTAL,0.474248667
a,1,1020.6,Bellis perennis,ZDensityHymenopteraTOTAL,0.474602643
a,5,1001,Campanula sp#,ZDensityHymenopteraTOTAL,0.475349508
u,2,1749.2,Achillea millefolium,ZDensityHymenopteraTOTAL,0.475784725
n,1,1390.3,Acinos alpinus,ZDensityHymenopteraTOTAL,0.475867331
n,5,1398.6,Cirsium arvense,ZDensityHymenopteraTOTAL,0.476299034
n,5,1398.6,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.47635971
i,7,648.5,Salvia pratensis,ZDensityHymenopteraTOTAL,0.478099734
a,4,1002.8,Medicago lupulina,ZDensityHymenopteraTOTAL,0.478109163
a,5,1001,Trifolium montana,ZDensityHymenopteraTOTAL,0.479380705
i,3,711.5,Achillea millefolium,ZDensityHymenopteraTOTAL,0.479594653
